Namespace(adam_beta1=0.9, adam_beta2=0.999, aggregation='mean', attention_probs_dropout_prob=0.5, attribute_size=638, batch_size=256, checkpoint_path='output/introduction/Finetune_sample-Beauty-0-CCE-0.pt', ckp=0, cuda_condition=True, data_dir='./data/', data_file='./data/Beauty.txt', data_name='Beauty', do_eval=False, epochs=200, gpu_id='1', hidden_act='gelu', hidden_dropout_prob=0.5, hidden_size=64, initializer_range=0.02, isfull=0, item2attribute=None, item_size=12103, log_file='output/introduction/Finetune_sample-Beauty-0-CCE-0.txt', log_freq=1, loss_type='CCE', lr=0.001, mask_id=12102, mask_prod=0.2, max_seq_length=50, model_name='Finetune_sample', no_cuda=False, num_attention_heads=2, num_hidden_layers=2, output_dir='output/introduction/', rank_act='softmax', sample_file='./data/Beauty_sample.txt', sample_num=0, seed=42, train_matrix=<22363x12103 sparse matrix of type '<class 'numpy.int64'>'
	with 176139 stored elements in Compressed Sparse Row format>, weight_decay=0.0)
{'epoch': 0, 'rec_avg_loss': '9.08213239', 'rec_cur_loss': '9.04171848', 'total training time': '1.2883', 'max mem': '554'}
{'epoch': 29, 'rec_avg_loss': '6.25152277', 'rec_cur_loss': '6.41805696', 'total training time': '39.0491', 'max mem': '587'}
{'epoch': 30, 'rec_avg_loss': '6.24013770', 'rec_cur_loss': '6.48186541', 'total training time': '40.3700', 'max mem': '599'}
{'epoch': 31, 'rec_avg_loss': '6.23250725', 'rec_cur_loss': '6.50614738', 'total training time': '41.6945', 'max mem': '599'}
{'epoch': 32, 'rec_avg_loss': '6.21461554', 'rec_cur_loss': '6.27727222', 'total training time': '42.9852', 'max mem': '599'}
{'epoch': 33, 'rec_avg_loss': '6.20778036', 'rec_cur_loss': '6.17308855', 'total training time': '44.3162', 'max mem': '599'}
{'epoch': 34, 'rec_avg_loss': '6.20038956', 'rec_cur_loss': '6.39062881', 'total training time': '45.6189', 'max mem': '599'}
{'epoch': 35, 'rec_avg_loss': '6.18938973', 'rec_cur_loss': '6.34770346', 'total training time': '46.9632', 'max mem': '599'}
{'epoch': 36, 'rec_avg_loss': '6.18299816', 'rec_cur_loss': '6.59779358', 'total training time': '48.2752', 'max mem': '599'}
{'epoch': 37, 'rec_avg_loss': '6.17367290', 'rec_cur_loss': '6.28706503', 'total training time': '49.6207', 'max mem': '599'}
{'epoch': 38, 'rec_avg_loss': '6.16840236', 'rec_cur_loss': '6.22064686', 'total training time': '50.9304', 'max mem': '599'}
{'epoch': 39, 'rec_avg_loss': '6.16107062', 'rec_cur_loss': '6.15657902', 'total training time': '52.2634', 'max mem': '599'}
{'epoch': 40, 'rec_avg_loss': '6.15003414', 'rec_cur_loss': '6.19321012', 'total training time': '53.5669', 'max mem': '599'}
{'epoch': 41, 'rec_avg_loss': '6.14756561', 'rec_cur_loss': '6.17750692', 'total training time': '54.9007', 'max mem': '599'}
{'epoch': 42, 'rec_avg_loss': '6.14604456', 'rec_cur_loss': '6.15166759', 'total training time': '56.2268', 'max mem': '599'}
{'epoch': 43, 'rec_avg_loss': '6.13734389', 'rec_cur_loss': '6.46688843', 'total training time': '57.5353', 'max mem': '599'}
{'epoch': 44, 'rec_avg_loss': '6.13021460', 'rec_cur_loss': '6.50311184', 'total training time': '58.8370', 'max mem': '599'}
{'epoch': 45, 'rec_avg_loss': '6.13168362', 'rec_cur_loss': '6.25110531', 'total training time': '60.1284', 'max mem': '599'}
{'epoch': 46, 'rec_avg_loss': '6.12210777', 'rec_cur_loss': '6.17209959', 'total training time': '61.4019', 'max mem': '599'}
{'epoch': 47, 'rec_avg_loss': '6.11241639', 'rec_cur_loss': '6.21047640', 'total training time': '62.7109', 'max mem': '599'}
{'epoch': 48, 'rec_avg_loss': '6.10680252', 'rec_cur_loss': '6.15357208', 'total training time': '64.0076', 'max mem': '599'}
{'epoch': 49, 'rec_avg_loss': '6.10255650', 'rec_cur_loss': '6.11860085', 'total training time': '65.2997', 'max mem': '599'}
{'epoch': 50, 'rec_avg_loss': '6.10037346', 'rec_cur_loss': '6.46213961', 'total training time': '66.6255', 'max mem': '599'}
{'epoch': 51, 'rec_avg_loss': '6.09383783', 'rec_cur_loss': '6.25587702', 'total training time': '67.9186', 'max mem': '599'}
{'epoch': 52, 'rec_avg_loss': '6.08495605', 'rec_cur_loss': '6.22420359', 'total training time': '69.2458', 'max mem': '599'}
{'epoch': 53, 'rec_avg_loss': '6.08869988', 'rec_cur_loss': '6.67112017', 'total training time': '70.5734', 'max mem': '599'}
{'epoch': 54, 'rec_avg_loss': '6.07673048', 'rec_cur_loss': '5.93794632', 'total training time': '71.8324', 'max mem': '599'}
{'epoch': 55, 'rec_avg_loss': '6.07921535', 'rec_cur_loss': '6.16128397', 'total training time': '73.1163', 'max mem': '599'}
{'epoch': 56, 'rec_avg_loss': '6.07335590', 'rec_cur_loss': '6.27784586', 'total training time': '74.4194', 'max mem': '599'}
{'epoch': 57, 'rec_avg_loss': '6.06603954', 'rec_cur_loss': '6.03637743', 'total training time': '75.7357', 'max mem': '599'}
{'epoch': 58, 'rec_avg_loss': '6.05903818', 'rec_cur_loss': '6.00166416', 'total training time': '77.0170', 'max mem': '599'}
{'epoch': 59, 'rec_avg_loss': '6.06315263', 'rec_cur_loss': '6.10704803', 'total training time': '78.3198', 'max mem': '599'}
{'epoch': 60, 'rec_avg_loss': '6.05823879', 'rec_cur_loss': '5.86585951', 'total training time': '79.6416', 'max mem': '599'}
{'epoch': 61, 'rec_avg_loss': '6.04889815', 'rec_cur_loss': '6.18421984', 'total training time': '80.9703', 'max mem': '599'}
{'epoch': 62, 'rec_avg_loss': '6.05631535', 'rec_cur_loss': '6.38753510', 'total training time': '82.2577', 'max mem': '599'}
{'epoch': 63, 'rec_avg_loss': '6.04955519', 'rec_cur_loss': '6.13766289', 'total training time': '83.5651', 'max mem': '599'}
{'epoch': 64, 'rec_avg_loss': '6.04834579', 'rec_cur_loss': '6.25569582', 'total training time': '84.8422', 'max mem': '599'}
{'epoch': 65, 'rec_avg_loss': '6.04186519', 'rec_cur_loss': '5.85304880', 'total training time': '86.1676', 'max mem': '599'}
{'epoch': 66, 'rec_avg_loss': '6.02714596', 'rec_cur_loss': '5.79001713', 'total training time': '87.4686', 'max mem': '599'}
{'epoch': 67, 'rec_avg_loss': '6.03624227', 'rec_cur_loss': '6.07930279', 'total training time': '88.7968', 'max mem': '607'}
{'epoch': 68, 'rec_avg_loss': '6.03858499', 'rec_cur_loss': '6.33388710', 'total training time': '90.0982', 'max mem': '607'}
{'epoch': 69, 'rec_avg_loss': '6.03606528', 'rec_cur_loss': '6.10941362', 'total training time': '91.3436', 'max mem': '607'}
{'epoch': 70, 'rec_avg_loss': '6.02381964', 'rec_cur_loss': '5.84180355', 'total training time': '92.5929', 'max mem': '607'}
{'epoch': 71, 'rec_avg_loss': '6.01953573', 'rec_cur_loss': '6.04253387', 'total training time': '93.8905', 'max mem': '607'}
{'epoch': 72, 'rec_avg_loss': '6.01949339', 'rec_cur_loss': '6.12080145', 'total training time': '95.2138', 'max mem': '607'}
{'epoch': 73, 'rec_avg_loss': '6.02175909', 'rec_cur_loss': '6.22450495', 'total training time': '96.5087', 'max mem': '607'}
{'epoch': 74, 'rec_avg_loss': '6.01508798', 'rec_cur_loss': '6.29287243', 'total training time': '97.7854', 'max mem': '607'}
{'epoch': 75, 'rec_avg_loss': '6.01140957', 'rec_cur_loss': '6.24532700', 'total training time': '99.1128', 'max mem': '607'}
{'epoch': 76, 'rec_avg_loss': '6.01512550', 'rec_cur_loss': '6.21180439', 'total training time': '100.4398', 'max mem': '607'}
{'epoch': 77, 'rec_avg_loss': '6.00681709', 'rec_cur_loss': '5.96028996', 'total training time': '101.7089', 'max mem': '607'}
{'epoch': 78, 'rec_avg_loss': '6.00888619', 'rec_cur_loss': '5.86607456', 'total training time': '103.0089', 'max mem': '607'}
{'epoch': 79, 'rec_avg_loss': '6.00563074', 'rec_cur_loss': '6.20399046', 'total training time': '104.2614', 'max mem': '607'}
{'epoch': 80, 'rec_avg_loss': '6.00226473', 'rec_cur_loss': '6.02743959', 'total training time': '105.5668', 'max mem': '607'}
{'epoch': 81, 'rec_avg_loss': '5.99704706', 'rec_cur_loss': '6.10045815', 'total training time': '106.8319', 'max mem': '607'}
{'epoch': 82, 'rec_avg_loss': '6.00361699', 'rec_cur_loss': '5.99767637', 'total training time': '108.1388', 'max mem': '607'}
{'epoch': 83, 'rec_avg_loss': '5.99200626', 'rec_cur_loss': '5.98549175', 'total training time': '109.4212', 'max mem': '607'}
{'epoch': 84, 'rec_avg_loss': '5.99329963', 'rec_cur_loss': '6.42240858', 'total training time': '110.6852', 'max mem': '607'}
{'epoch': 85, 'rec_avg_loss': '5.99283218', 'rec_cur_loss': '6.13584805', 'total training time': '111.9388', 'max mem': '607'}
{'epoch': 86, 'rec_avg_loss': '5.99037429', 'rec_cur_loss': '6.36856508', 'total training time': '113.2471', 'max mem': '607'}
{'epoch': 87, 'rec_avg_loss': '5.98764893', 'rec_cur_loss': '5.85365295', 'total training time': '114.5610', 'max mem': '607'}
{'epoch': 88, 'rec_avg_loss': '5.98766808', 'rec_cur_loss': '6.12218761', 'total training time': '115.8493', 'max mem': '607'}
{'epoch': 89, 'rec_avg_loss': '5.97881548', 'rec_cur_loss': '6.09997368', 'total training time': '117.1583', 'max mem': '607'}
{'epoch': 90, 'rec_avg_loss': '5.97757166', 'rec_cur_loss': '6.21070480', 'total training time': '118.4394', 'max mem': '607'}
{'epoch': 91, 'rec_avg_loss': '5.97421591', 'rec_cur_loss': '6.19150734', 'total training time': '119.7501', 'max mem': '607'}
{'epoch': 92, 'rec_avg_loss': '5.97674241', 'rec_cur_loss': '6.01198053', 'total training time': '121.0255', 'max mem': '607'}
{'epoch': 93, 'rec_avg_loss': '5.97693765', 'rec_cur_loss': '6.04563379', 'total training time': '122.3181', 'max mem': '607'}
{'epoch': 94, 'rec_avg_loss': '5.97010958', 'rec_cur_loss': '5.96501017', 'total training time': '123.5754', 'max mem': '607'}
{'epoch': 95, 'rec_avg_loss': '5.97150684', 'rec_cur_loss': '6.22370911', 'total training time': '124.8869', 'max mem': '607'}
{'epoch': 96, 'rec_avg_loss': '5.96966061', 'rec_cur_loss': '6.35436726', 'total training time': '126.1453', 'max mem': '607'}
{'epoch': 97, 'rec_avg_loss': '5.96395996', 'rec_cur_loss': '6.06782103', 'total training time': '127.4539', 'max mem': '607'}
{'epoch': 98, 'rec_avg_loss': '5.96180996', 'rec_cur_loss': '5.87535429', 'total training time': '128.7630', 'max mem': '607'}
{'epoch': 99, 'rec_avg_loss': '5.95327028', 'rec_cur_loss': '5.56905222', 'total training time': '130.0413', 'max mem': '607'}
{'epoch': 100, 'rec_avg_loss': '5.95448624', 'rec_cur_loss': '5.70862818', 'total training time': '131.3164', 'max mem': '607'}
{'epoch': 101, 'rec_avg_loss': '5.95936332', 'rec_cur_loss': '6.09204912', 'total training time': '132.6108', 'max mem': '607'}
{'epoch': 102, 'rec_avg_loss': '5.95349149', 'rec_cur_loss': '5.84502697', 'total training time': '133.9007', 'max mem': '607'}
{'epoch': 103, 'rec_avg_loss': '5.95769121', 'rec_cur_loss': '5.85752296', 'total training time': '135.1591', 'max mem': '607'}
{'epoch': 104, 'rec_avg_loss': '5.95173290', 'rec_cur_loss': '6.10841179', 'total training time': '136.4671', 'max mem': '607'}
{'epoch': 105, 'rec_avg_loss': '5.94949125', 'rec_cur_loss': '6.18215895', 'total training time': '137.7564', 'max mem': '607'}
{'epoch': 106, 'rec_avg_loss': '5.95503294', 'rec_cur_loss': '6.26278448', 'total training time': '139.0893', 'max mem': '607'}
{'epoch': 107, 'rec_avg_loss': '5.95235757', 'rec_cur_loss': '6.48271036', 'total training time': '140.3558', 'max mem': '607'}
{'epoch': 108, 'rec_avg_loss': '5.95307034', 'rec_cur_loss': '6.22782993', 'total training time': '141.6466', 'max mem': '607'}
{'epoch': 109, 'rec_avg_loss': '5.94631143', 'rec_cur_loss': '5.88456297', 'total training time': '142.9128', 'max mem': '607'}
{'epoch': 110, 'rec_avg_loss': '5.94488895', 'rec_cur_loss': '6.26742220', 'total training time': '144.2639', 'max mem': '607'}
{'epoch': 111, 'rec_avg_loss': '5.94334658', 'rec_cur_loss': '6.36515856', 'total training time': '145.5604', 'max mem': '607'}
{'epoch': 112, 'rec_avg_loss': '5.94414676', 'rec_cur_loss': '6.05687380', 'total training time': '146.9022', 'max mem': '607'}
{'epoch': 113, 'rec_avg_loss': '5.93831367', 'rec_cur_loss': '6.16688585', 'total training time': '148.2305', 'max mem': '607'}
{'epoch': 114, 'rec_avg_loss': '5.93748758', 'rec_cur_loss': '6.05919504', 'total training time': '149.5463', 'max mem': '607'}
{'epoch': 115, 'rec_avg_loss': '5.92897638', 'rec_cur_loss': '5.83149672', 'total training time': '150.8598', 'max mem': '607'}
{'epoch': 116, 'rec_avg_loss': '5.93827276', 'rec_cur_loss': '6.31769609', 'total training time': '152.2094', 'max mem': '607'}
{'epoch': 117, 'rec_avg_loss': '5.93374273', 'rec_cur_loss': '6.35121727', 'total training time': '153.5372', 'max mem': '607'}
{'epoch': 118, 'rec_avg_loss': '5.93355862', 'rec_cur_loss': '6.12380695', 'total training time': '154.8442', 'max mem': '607'}
{'epoch': 119, 'rec_avg_loss': '5.93572688', 'rec_cur_loss': '6.25706768', 'total training time': '156.1671', 'max mem': '607'}
{'epoch': 120, 'rec_avg_loss': '5.92837505', 'rec_cur_loss': '6.22661781', 'total training time': '157.5343', 'max mem': '607'}
{'epoch': 121, 'rec_avg_loss': '5.93406608', 'rec_cur_loss': '6.36102867', 'total training time': '158.9018', 'max mem': '607'}
{'epoch': 122, 'rec_avg_loss': '5.92266403', 'rec_cur_loss': '6.05931473', 'total training time': '160.2579', 'max mem': '607'}
{'epoch': 123, 'rec_avg_loss': '5.92460357', 'rec_cur_loss': '5.94559193', 'total training time': '161.6423', 'max mem': '607'}
{'epoch': 124, 'rec_avg_loss': '5.92407910', 'rec_cur_loss': '6.14190769', 'total training time': '162.9397', 'max mem': '607'}
{'epoch': 125, 'rec_avg_loss': '5.91897741', 'rec_cur_loss': '5.57733345', 'total training time': '164.3143', 'max mem': '607'}
{'epoch': 126, 'rec_avg_loss': '5.91647922', 'rec_cur_loss': '5.97202015', 'total training time': '165.6494', 'max mem': '607'}
{'epoch': 127, 'rec_avg_loss': '5.91912096', 'rec_cur_loss': '6.18027592', 'total training time': '167.0973', 'max mem': '607'}
{'epoch': 128, 'rec_avg_loss': '5.91508408', 'rec_cur_loss': '5.93553305', 'total training time': '168.4973', 'max mem': '607'}
{'epoch': 129, 'rec_avg_loss': '5.91310254', 'rec_cur_loss': '5.88922644', 'total training time': '169.9091', 'max mem': '607'}
{'epoch': 130, 'rec_avg_loss': '5.91485538', 'rec_cur_loss': '6.14189291', 'total training time': '171.2277', 'max mem': '607'}
{'epoch': 131, 'rec_avg_loss': '5.90652567', 'rec_cur_loss': '5.98974133', 'total training time': '172.5730', 'max mem': '607'}
{'epoch': 132, 'rec_avg_loss': '5.91014658', 'rec_cur_loss': '5.68804312', 'total training time': '173.9360', 'max mem': '607'}
{'epoch': 133, 'rec_avg_loss': '5.91180564', 'rec_cur_loss': '6.07400990', 'total training time': '175.2417', 'max mem': '607'}
{'epoch': 134, 'rec_avg_loss': '5.90433596', 'rec_cur_loss': '5.84239054', 'total training time': '176.5775', 'max mem': '607'}
{'epoch': 135, 'rec_avg_loss': '5.90474091', 'rec_cur_loss': '5.90385675', 'total training time': '177.9701', 'max mem': '607'}
{'epoch': 136, 'rec_avg_loss': '5.91186870', 'rec_cur_loss': '5.77886295', 'total training time': '179.3360', 'max mem': '607'}
{'epoch': 137, 'rec_avg_loss': '5.90617411', 'rec_cur_loss': '5.89751291', 'total training time': '180.6548', 'max mem': '607'}
{'epoch': 138, 'rec_avg_loss': '5.90554771', 'rec_cur_loss': '6.06318378', 'total training time': '181.9993', 'max mem': '607'}
{'epoch': 139, 'rec_avg_loss': '5.90943706', 'rec_cur_loss': '6.19098139', 'total training time': '183.3062', 'max mem': '607'}
{'epoch': 140, 'rec_avg_loss': '5.90926340', 'rec_cur_loss': '6.23627663', 'total training time': '184.6632', 'max mem': '607'}
{'epoch': 141, 'rec_avg_loss': '5.90049207', 'rec_cur_loss': '6.09410667', 'total training time': '185.9650', 'max mem': '607'}
{'epoch': 142, 'rec_avg_loss': '5.90463672', 'rec_cur_loss': '6.12578630', 'total training time': '187.3105', 'max mem': '607'}
{'epoch': 143, 'rec_avg_loss': '5.90217332', 'rec_cur_loss': '5.85899878', 'total training time': '188.6483', 'max mem': '607'}
{'epoch': 144, 'rec_avg_loss': '5.89855127', 'rec_cur_loss': '6.19064569', 'total training time': '189.9719', 'max mem': '607'}
{'epoch': 145, 'rec_avg_loss': '5.89444721', 'rec_cur_loss': '5.96898985', 'total training time': '191.2933', 'max mem': '607'}
{'epoch': 146, 'rec_avg_loss': '5.89447018', 'rec_cur_loss': '6.12904501', 'total training time': '192.6421', 'max mem': '607'}
{'epoch': 147, 'rec_avg_loss': '5.89531576', 'rec_cur_loss': '5.99171972', 'total training time': '193.9990', 'max mem': '607'}
{'epoch': 148, 'rec_avg_loss': '5.88627266', 'rec_cur_loss': '5.79087448', 'total training time': '195.3350', 'max mem': '607'}
{'epoch': 149, 'rec_avg_loss': '5.89640264', 'rec_cur_loss': '5.88781452', 'total training time': '196.6508', 'max mem': '607'}
{'epoch': 150, 'rec_avg_loss': '5.88942249', 'rec_cur_loss': '5.87599897', 'total training time': '197.9781', 'max mem': '607'}
{'epoch': 151, 'rec_avg_loss': '5.88882217', 'rec_cur_loss': '5.62501049', 'total training time': '199.3170', 'max mem': '607'}
{'epoch': 152, 'rec_avg_loss': '5.89254540', 'rec_cur_loss': '6.17841053', 'total training time': '200.6225', 'max mem': '607'}
{'epoch': 153, 'rec_avg_loss': '5.89055287', 'rec_cur_loss': '6.14217234', 'total training time': '201.9981', 'max mem': '607'}
{'epoch': 154, 'rec_avg_loss': '5.88944918', 'rec_cur_loss': '5.90985632', 'total training time': '203.3316', 'max mem': '607'}
{'epoch': 155, 'rec_avg_loss': '5.88735915', 'rec_cur_loss': '5.80554104', 'total training time': '204.7172', 'max mem': '607'}
{'epoch': 156, 'rec_avg_loss': '5.88422284', 'rec_cur_loss': '6.06877995', 'total training time': '206.0544', 'max mem': '607'}
{'epoch': 157, 'rec_avg_loss': '5.87592133', 'rec_cur_loss': '5.71521378', 'total training time': '207.4218', 'max mem': '607'}
{'epoch': 158, 'rec_avg_loss': '5.88646007', 'rec_cur_loss': '6.06716728', 'total training time': '208.8051', 'max mem': '607'}
{'epoch': 159, 'rec_avg_loss': '5.87650023', 'rec_cur_loss': '6.09342957', 'total training time': '210.1397', 'max mem': '607'}
{'epoch': 160, 'rec_avg_loss': '5.88130773', 'rec_cur_loss': '5.84769106', 'total training time': '211.4741', 'max mem': '607'}
{'epoch': 161, 'rec_avg_loss': '5.87638344', 'rec_cur_loss': '6.03514814', 'total training time': '212.8217', 'max mem': '607'}
{'epoch': 162, 'rec_avg_loss': '5.87486047', 'rec_cur_loss': '5.83019972', 'total training time': '214.1536', 'max mem': '607'}
{'epoch': 163, 'rec_avg_loss': '5.88398325', 'rec_cur_loss': '6.00938416', 'total training time': '215.4774', 'max mem': '607'}
{'epoch': 164, 'rec_avg_loss': '5.88246517', 'rec_cur_loss': '6.29766464', 'total training time': '216.7813', 'max mem': '607'}
{'epoch': 165, 'rec_avg_loss': '5.87471181', 'rec_cur_loss': '5.99516630', 'total training time': '218.1390', 'max mem': '607'}
{'epoch': 166, 'rec_avg_loss': '5.87299509', 'rec_cur_loss': '5.91874266', 'total training time': '219.5099', 'max mem': '607'}
{'epoch': 167, 'rec_avg_loss': '5.87111982', 'rec_cur_loss': '5.66859579', 'total training time': '220.8384', 'max mem': '607'}
{'epoch': 168, 'rec_avg_loss': '5.87649899', 'rec_cur_loss': '6.21870756', 'total training time': '222.2229', 'max mem': '607'}
{'epoch': 169, 'rec_avg_loss': '5.87087656', 'rec_cur_loss': '5.81545401', 'total training time': '223.5439', 'max mem': '607'}
{'epoch': 170, 'rec_avg_loss': '5.87609358', 'rec_cur_loss': '6.17642260', 'total training time': '224.9031', 'max mem': '607'}
{'epoch': 171, 'rec_avg_loss': '5.87299817', 'rec_cur_loss': '5.93810844', 'total training time': '226.2380', 'max mem': '607'}
{'epoch': 172, 'rec_avg_loss': '5.86583283', 'rec_cur_loss': '6.04058313', 'total training time': '227.6515', 'max mem': '607'}
{'epoch': 173, 'rec_avg_loss': '5.87122236', 'rec_cur_loss': '6.02106428', 'total training time': '229.0143', 'max mem': '607'}
{'epoch': 174, 'rec_avg_loss': '5.86490985', 'rec_cur_loss': '5.88941622', 'total training time': '230.3662', 'max mem': '607'}
{'epoch': 175, 'rec_avg_loss': '5.86730623', 'rec_cur_loss': '5.92741442', 'total training time': '231.6831', 'max mem': '607'}
{'epoch': 176, 'rec_avg_loss': '5.86169215', 'rec_cur_loss': '5.98641491', 'total training time': '233.0261', 'max mem': '607'}
{'epoch': 177, 'rec_avg_loss': '5.86199467', 'rec_cur_loss': '6.07239246', 'total training time': '234.3748', 'max mem': '607'}
{'epoch': 178, 'rec_avg_loss': '5.86590568', 'rec_cur_loss': '6.15497589', 'total training time': '235.6783', 'max mem': '607'}
{'epoch': 179, 'rec_avg_loss': '5.85638509', 'rec_cur_loss': '6.13445520', 'total training time': '236.9639', 'max mem': '607'}
{'epoch': 180, 'rec_avg_loss': '5.86741705', 'rec_cur_loss': '5.98761368', 'total training time': '238.3061', 'max mem': '607'}
{'epoch': 181, 'rec_avg_loss': '5.86398044', 'rec_cur_loss': '6.05892944', 'total training time': '239.6355', 'max mem': '607'}
{'epoch': 182, 'rec_avg_loss': '5.85574254', 'rec_cur_loss': '6.04768562', 'total training time': '240.9378', 'max mem': '607'}
{'epoch': 183, 'rec_avg_loss': '5.86041514', 'rec_cur_loss': '5.91075325', 'total training time': '242.3086', 'max mem': '607'}
{'epoch': 184, 'rec_avg_loss': '5.85707867', 'rec_cur_loss': '6.14174700', 'total training time': '243.6335', 'max mem': '607'}
{'epoch': 185, 'rec_avg_loss': '5.85865158', 'rec_cur_loss': '6.03783226', 'total training time': '245.0333', 'max mem': '607'}
{'epoch': 186, 'rec_avg_loss': '5.85696018', 'rec_cur_loss': '6.11685419', 'total training time': '246.3765', 'max mem': '607'}
{'epoch': 187, 'rec_avg_loss': '5.85922245', 'rec_cur_loss': '6.22196436', 'total training time': '247.7046', 'max mem': '607'}
{'epoch': 188, 'rec_avg_loss': '5.85445959', 'rec_cur_loss': '6.07296515', 'total training time': '249.0638', 'max mem': '607'}
{'epoch': 189, 'rec_avg_loss': '5.85136540', 'rec_cur_loss': '5.40687037', 'total training time': '250.4352', 'max mem': '607'}
