Namespace(adam_beta1=0.9, adam_beta2=0.999, aggregation='mean', attention_probs_dropout_prob=0.5, attribute_size=638, batch_size=256, checkpoint_path='output/introduction/Finetune_sample-Beauty-0-BPR-max-10.pt', ckp=0, cuda_condition=True, data_dir='./data/', data_file='./data/Beauty.txt', data_name='Beauty', do_eval=False, epochs=200, gpu_id='1', hidden_act='gelu', hidden_dropout_prob=0.5, hidden_size=64, initializer_range=0.02, isfull=0, item2attribute=None, item_size=12103, log_file='output/introduction/Finetune_sample-Beauty-0-BPR-max-10.txt', log_freq=1, loss_type='BPR-max', lr=0.001, mask_id=12102, mask_prod=0.2, max_seq_length=50, model_name='Finetune_sample', no_cuda=False, num_attention_heads=2, num_hidden_layers=2, output_dir='output/introduction/', rank_act='softmax', sample_file='./data/Beauty_sample.txt', sample_num=10, seed=42, train_matrix=<22363x12103 sparse matrix of type '<class 'numpy.int64'>'
	with 176139 stored elements in Compressed Sparse Row format>, weight_decay=0.0)
{'epoch': 0, 'rec_avg_loss': '4.84034303', 'rec_cur_loss': '4.82043219', 'total training time': '3.0596', 'max mem': '285'}
{'epoch': 37, 'rec_avg_loss': '4.15964108', 'rec_cur_loss': '4.15963650', 'total training time': '115.5494', 'max mem': '285'}
{'epoch': 38, 'rec_avg_loss': '4.15956130', 'rec_cur_loss': '4.15967798', 'total training time': '118.3351', 'max mem': '285'}
{'epoch': 39, 'rec_avg_loss': '4.15948769', 'rec_cur_loss': '4.15944147', 'total training time': '121.2241', 'max mem': '285'}
{'epoch': 40, 'rec_avg_loss': '4.15942813', 'rec_cur_loss': '4.15941668', 'total training time': '124.1043', 'max mem': '285'}
{'epoch': 41, 'rec_avg_loss': '4.15937157', 'rec_cur_loss': '4.15935850', 'total training time': '126.9828', 'max mem': '285'}
{'epoch': 42, 'rec_avg_loss': '4.15932318', 'rec_cur_loss': '4.15925550', 'total training time': '129.8862', 'max mem': '285'}
{'epoch': 43, 'rec_avg_loss': '4.15928330', 'rec_cur_loss': '4.15932798', 'total training time': '132.9444', 'max mem': '285'}
{'epoch': 44, 'rec_avg_loss': '4.15924494', 'rec_cur_loss': '4.15920305', 'total training time': '135.9354', 'max mem': '285'}
{'epoch': 45, 'rec_avg_loss': '4.15921346', 'rec_cur_loss': '4.15923691', 'total training time': '138.8566', 'max mem': '285'}
{'epoch': 46, 'rec_avg_loss': '4.15918770', 'rec_cur_loss': '4.15916300', 'total training time': '142.1365', 'max mem': '285'}
{'epoch': 47, 'rec_avg_loss': '4.15916445', 'rec_cur_loss': '4.15915298', 'total training time': '145.0420', 'max mem': '285'}
{'epoch': 48, 'rec_avg_loss': '4.15914418', 'rec_cur_loss': '4.15912962', 'total training time': '148.1272', 'max mem': '285'}
{'epoch': 49, 'rec_avg_loss': '4.15912403', 'rec_cur_loss': '4.15911913', 'total training time': '151.0198', 'max mem': '285'}
{'epoch': 50, 'rec_avg_loss': '4.15911036', 'rec_cur_loss': '4.15909767', 'total training time': '153.8849', 'max mem': '285'}
{'epoch': 51, 'rec_avg_loss': '4.15909561', 'rec_cur_loss': '4.15910482', 'total training time': '156.9443', 'max mem': '285'}
{'epoch': 52, 'rec_avg_loss': '4.15908176', 'rec_cur_loss': '4.15904474', 'total training time': '159.9098', 'max mem': '285'}
{'epoch': 53, 'rec_avg_loss': '4.15907072', 'rec_cur_loss': '4.15906143', 'total training time': '163.1426', 'max mem': '285'}
{'epoch': 54, 'rec_avg_loss': '4.15906045', 'rec_cur_loss': '4.15904951', 'total training time': '166.0667', 'max mem': '285'}
{'epoch': 55, 'rec_avg_loss': '4.15904999', 'rec_cur_loss': '4.15903854', 'total training time': '169.2132', 'max mem': '285'}
{'epoch': 56, 'rec_avg_loss': '4.15904150', 'rec_cur_loss': '4.15906048', 'total training time': '172.0924', 'max mem': '285'}
{'epoch': 57, 'rec_avg_loss': '4.15903433', 'rec_cur_loss': '4.15903139', 'total training time': '175.0684', 'max mem': '285'}
{'epoch': 58, 'rec_avg_loss': '4.15902952', 'rec_cur_loss': '4.15902281', 'total training time': '177.9689', 'max mem': '285'}
{'epoch': 59, 'rec_avg_loss': '4.15902124', 'rec_cur_loss': '4.15901995', 'total training time': '181.1993', 'max mem': '285'}
{'epoch': 60, 'rec_avg_loss': '4.15901529', 'rec_cur_loss': '4.15900087', 'total training time': '183.9997', 'max mem': '285'}
{'epoch': 61, 'rec_avg_loss': '4.15901015', 'rec_cur_loss': '4.15902662', 'total training time': '187.0739', 'max mem': '285'}
{'epoch': 62, 'rec_avg_loss': '4.15900796', 'rec_cur_loss': '4.15901089', 'total training time': '190.0934', 'max mem': '285'}
{'epoch': 63, 'rec_avg_loss': '4.15900200', 'rec_cur_loss': '4.15898371', 'total training time': '193.1501', 'max mem': '285'}
{'epoch': 64, 'rec_avg_loss': '4.15899797', 'rec_cur_loss': '4.15899181', 'total training time': '196.2226', 'max mem': '285'}
{'epoch': 65, 'rec_avg_loss': '4.15899224', 'rec_cur_loss': '4.15896940', 'total training time': '199.0994', 'max mem': '285'}
{'epoch': 66, 'rec_avg_loss': '4.15898936', 'rec_cur_loss': '4.15898180', 'total training time': '202.3239', 'max mem': '285'}
{'epoch': 67, 'rec_avg_loss': '4.15898825', 'rec_cur_loss': '4.15897608', 'total training time': '205.2568', 'max mem': '285'}
{'epoch': 68, 'rec_avg_loss': '4.15898657', 'rec_cur_loss': '4.15899277', 'total training time': '208.4773', 'max mem': '285'}
{'epoch': 69, 'rec_avg_loss': '4.15898462', 'rec_cur_loss': '4.15899181', 'total training time': '211.2296', 'max mem': '285'}
{'epoch': 70, 'rec_avg_loss': '4.15898591', 'rec_cur_loss': '4.15898275', 'total training time': '214.2206', 'max mem': '285'}
{'epoch': 71, 'rec_avg_loss': '4.15898731', 'rec_cur_loss': '4.15899467', 'total training time': '217.2181', 'max mem': '285'}
{'epoch': 72, 'rec_avg_loss': '4.15899355', 'rec_cur_loss': '4.15899849', 'total training time': '220.4220', 'max mem': '285'}
{'epoch': 73, 'rec_avg_loss': '4.15900121', 'rec_cur_loss': '4.15899944', 'total training time': '223.3906', 'max mem': '285'}
{'epoch': 74, 'rec_avg_loss': '4.15901514', 'rec_cur_loss': '4.15900946', 'total training time': '226.3275', 'max mem': '285'}
{'epoch': 75, 'rec_avg_loss': '4.15902394', 'rec_cur_loss': '4.15902233', 'total training time': '229.4464', 'max mem': '285'}
{'epoch': 76, 'rec_avg_loss': '4.15903616', 'rec_cur_loss': '4.15905380', 'total training time': '232.3889', 'max mem': '285'}
{'epoch': 77, 'rec_avg_loss': '4.15905486', 'rec_cur_loss': '4.15906048', 'total training time': '235.4572', 'max mem': '285'}
{'epoch': 78, 'rec_avg_loss': '4.15906714', 'rec_cur_loss': '4.15907049', 'total training time': '238.3386', 'max mem': '285'}
{'epoch': 79, 'rec_avg_loss': '4.15907819', 'rec_cur_loss': '4.15907574', 'total training time': '241.4519', 'max mem': '285'}
{'epoch': 80, 'rec_avg_loss': '4.15908876', 'rec_cur_loss': '4.15908432', 'total training time': '244.4262', 'max mem': '285'}
{'epoch': 81, 'rec_avg_loss': '4.15910262', 'rec_cur_loss': '4.15911102', 'total training time': '247.4367', 'max mem': '285'}
{'epoch': 82, 'rec_avg_loss': '4.15911241', 'rec_cur_loss': '4.15911293', 'total training time': '250.2672', 'max mem': '285'}
{'epoch': 83, 'rec_avg_loss': '4.15912009', 'rec_cur_loss': '4.15912771', 'total training time': '253.2389', 'max mem': '285'}
{'epoch': 84, 'rec_avg_loss': '4.15912525', 'rec_cur_loss': '4.15911484', 'total training time': '256.2898', 'max mem': '285'}
{'epoch': 85, 'rec_avg_loss': '4.15912951', 'rec_cur_loss': '4.15913200', 'total training time': '259.2756', 'max mem': '285'}
{'epoch': 86, 'rec_avg_loss': '4.15913443', 'rec_cur_loss': '4.15911818', 'total training time': '262.5878', 'max mem': '285'}
{'epoch': 87, 'rec_avg_loss': '4.15913973', 'rec_cur_loss': '4.15915823', 'total training time': '265.5374', 'max mem': '285'}
{'epoch': 88, 'rec_avg_loss': '4.15915184', 'rec_cur_loss': '4.15916634', 'total training time': '268.7584', 'max mem': '285'}
{'epoch': 89, 'rec_avg_loss': '4.15916447', 'rec_cur_loss': '4.15917253', 'total training time': '271.5979', 'max mem': '285'}
{'Epoch': 0, 'HIT@5': '0.0091', 'NDCG@5': '0.0051', 'HIT@10': '0.0168', 'NDCG@10': '0.0076', 'HIT@20': '0.0293', 'NDCG@20': '0.0107'}
{'Epoch': 0, 'HIT@1': '0.0000', 'NDCG@1': '0.0000', 'HIT@5': '0.0000', 'NDCG@5': '0.0000', 'HIT@10': '0.0000', 'NDCG@10': '0.0000', 'MRR': '0.0829'}
Finetune_sample-Beauty-0-BPR-max-10
{'Epoch': 0, 'HIT@1': '0.0000', 'NDCG@1': '0.0000', 'HIT@5': '0.0000', 'NDCG@5': '0.0000', 'HIT@10': '0.0000', 'NDCG@10': '0.0000', 'MRR': '0.0829'}
{'Epoch': 0, 'HIT@5': '0.0091', 'NDCG@5': '0.0051', 'HIT@10': '0.0168', 'NDCG@10': '0.0076', 'HIT@20': '0.0293', 'NDCG@20': '0.0107'}
