Namespace(adam_beta1=0.9, adam_beta2=0.999, aggregation='mean', attention_probs_dropout_prob=0.5, attribute_size=638, batch_size=256, checkpoint_path='output/introduction/Finetune_sample-Beauty-0-CE-0.pt', ckp=0, cuda_condition=True, data_dir='./data/', data_file='./data/Beauty.txt', data_name='Beauty', do_eval=False, epochs=200, gpu_id='1', hidden_act='gelu', hidden_dropout_prob=0.5, hidden_size=64, initializer_range=0.02, isfull=0, item2attribute=None, item_size=12103, log_file='output/introduction/Finetune_sample-Beauty-0-CE-0.txt', log_freq=1, loss_type='CE', lr=0.001, mask_id=12102, mask_prod=0.2, max_seq_length=50, model_name='Finetune_sample', no_cuda=False, num_attention_heads=2, num_hidden_layers=2, output_dir='output/introduction/', rank_act='softmax', sample_file='./data/Beauty_sample.txt', sample_num=0, seed=42, train_matrix=<22363x12103 sparse matrix of type '<class 'numpy.int64'>'
	with 176139 stored elements in Compressed Sparse Row format>, weight_decay=0.0)
{'epoch': 0, 'rec_avg_loss': '9.20065551', 'rec_cur_loss': '9.23537827', 'total training time': '1.2565', 'max mem': '286'}
{'epoch': 14, 'rec_avg_loss': '4.81975542', 'rec_cur_loss': '4.78463268', 'total training time': '18.3027', 'max mem': '286'}
{'epoch': 15, 'rec_avg_loss': '4.64771297', 'rec_cur_loss': '4.71983910', 'total training time': '19.5510', 'max mem': '286'}
{'epoch': 16, 'rec_avg_loss': '4.51948268', 'rec_cur_loss': '4.41206551', 'total training time': '20.7765', 'max mem': '286'}
{'epoch': 17, 'rec_avg_loss': '4.40510133', 'rec_cur_loss': '4.63972521', 'total training time': '22.0280', 'max mem': '286'}
{'epoch': 18, 'rec_avg_loss': '4.31018709', 'rec_cur_loss': '4.61136532', 'total training time': '23.2750', 'max mem': '286'}
{'epoch': 19, 'rec_avg_loss': '4.22439261', 'rec_cur_loss': '4.60715485', 'total training time': '24.5052', 'max mem': '286'}
{'epoch': 20, 'rec_avg_loss': '4.15510219', 'rec_cur_loss': '4.15630150', 'total training time': '25.7013', 'max mem': '286'}
{'epoch': 21, 'rec_avg_loss': '4.09939404', 'rec_cur_loss': '4.43810415', 'total training time': '26.8958', 'max mem': '286'}
{'epoch': 22, 'rec_avg_loss': '4.02878329', 'rec_cur_loss': '4.70539427', 'total training time': '28.1448', 'max mem': '286'}
{'epoch': 23, 'rec_avg_loss': '3.98403601', 'rec_cur_loss': '3.98674560', 'total training time': '29.3757', 'max mem': '286'}
{'epoch': 24, 'rec_avg_loss': '3.95071022', 'rec_cur_loss': '4.39718199', 'total training time': '30.5643', 'max mem': '286'}
{'epoch': 25, 'rec_avg_loss': '3.91005488', 'rec_cur_loss': '3.91888618', 'total training time': '31.8034', 'max mem': '286'}
{'epoch': 26, 'rec_avg_loss': '3.85945682', 'rec_cur_loss': '3.96698928', 'total training time': '32.9984', 'max mem': '286'}
{'epoch': 27, 'rec_avg_loss': '3.82347117', 'rec_cur_loss': '3.93144369', 'total training time': '34.2218', 'max mem': '286'}
{'epoch': 28, 'rec_avg_loss': '3.79557666', 'rec_cur_loss': '3.98149824', 'total training time': '35.4121', 'max mem': '286'}
{'epoch': 29, 'rec_avg_loss': '3.77476390', 'rec_cur_loss': '4.00758362', 'total training time': '36.6336', 'max mem': '286'}
{'epoch': 30, 'rec_avg_loss': '3.74180732', 'rec_cur_loss': '4.11700964', 'total training time': '37.8576', 'max mem': '286'}
{'epoch': 31, 'rec_avg_loss': '3.70785081', 'rec_cur_loss': '3.47891974', 'total training time': '39.0473', 'max mem': '286'}
{'epoch': 32, 'rec_avg_loss': '3.69995103', 'rec_cur_loss': '3.99045515', 'total training time': '40.2892', 'max mem': '286'}
{'epoch': 33, 'rec_avg_loss': '3.65523368', 'rec_cur_loss': '3.96843410', 'total training time': '41.5611', 'max mem': '286'}
{'epoch': 34, 'rec_avg_loss': '3.63312255', 'rec_cur_loss': '4.27961159', 'total training time': '42.7691', 'max mem': '286'}
{'epoch': 35, 'rec_avg_loss': '3.61479178', 'rec_cur_loss': '3.73406005', 'total training time': '43.9416', 'max mem': '286'}
{'epoch': 36, 'rec_avg_loss': '3.57895753', 'rec_cur_loss': '4.03605700', 'total training time': '45.1859', 'max mem': '286'}
{'epoch': 37, 'rec_avg_loss': '3.55717681', 'rec_cur_loss': '4.03215122', 'total training time': '46.4744', 'max mem': '286'}
{'epoch': 38, 'rec_avg_loss': '3.54261360', 'rec_cur_loss': '3.50253034', 'total training time': '47.7463', 'max mem': '286'}
{'epoch': 39, 'rec_avg_loss': '3.53199684', 'rec_cur_loss': '3.74443746', 'total training time': '48.9741', 'max mem': '286'}
{'epoch': 40, 'rec_avg_loss': '3.49493550', 'rec_cur_loss': '3.77238512', 'total training time': '50.2378', 'max mem': '286'}
{'epoch': 41, 'rec_avg_loss': '3.46846053', 'rec_cur_loss': '3.44495964', 'total training time': '51.4392', 'max mem': '286'}
{'epoch': 42, 'rec_avg_loss': '3.45193226', 'rec_cur_loss': '3.54253507', 'total training time': '52.6304', 'max mem': '286'}
{'epoch': 43, 'rec_avg_loss': '3.45185775', 'rec_cur_loss': '3.88910079', 'total training time': '53.7884', 'max mem': '286'}
{'epoch': 44, 'rec_avg_loss': '3.41829404', 'rec_cur_loss': '3.93365121', 'total training time': '54.9877', 'max mem': '286'}
{'epoch': 45, 'rec_avg_loss': '3.42786688', 'rec_cur_loss': '3.81014180', 'total training time': '56.1782', 'max mem': '286'}
{'epoch': 46, 'rec_avg_loss': '3.40093593', 'rec_cur_loss': '3.64686942', 'total training time': '57.3160', 'max mem': '286'}
{'epoch': 47, 'rec_avg_loss': '3.35832345', 'rec_cur_loss': '3.64062095', 'total training time': '58.4726', 'max mem': '286'}
{'epoch': 48, 'rec_avg_loss': '3.36874230', 'rec_cur_loss': '3.25935245', 'total training time': '59.6627', 'max mem': '286'}
{'epoch': 49, 'rec_avg_loss': '3.33746256', 'rec_cur_loss': '3.58834124', 'total training time': '60.8375', 'max mem': '286'}
{'epoch': 50, 'rec_avg_loss': '3.33015991', 'rec_cur_loss': '3.25216079', 'total training time': '61.9935', 'max mem': '286'}
{'epoch': 51, 'rec_avg_loss': '3.33703284', 'rec_cur_loss': '3.87422061', 'total training time': '63.1500', 'max mem': '286'}
{'epoch': 52, 'rec_avg_loss': '3.30821846', 'rec_cur_loss': '3.69760203', 'total training time': '64.3241', 'max mem': '286'}
{'epoch': 53, 'rec_avg_loss': '3.30037218', 'rec_cur_loss': '3.58039403', 'total training time': '65.5166', 'max mem': '286'}
{'epoch': 54, 'rec_avg_loss': '3.30334273', 'rec_cur_loss': '3.29272151', 'total training time': '66.7102', 'max mem': '286'}
{'epoch': 55, 'rec_avg_loss': '3.26813424', 'rec_cur_loss': '3.12464690', 'total training time': '67.9083', 'max mem': '286'}
{'epoch': 56, 'rec_avg_loss': '3.24484700', 'rec_cur_loss': '3.63370061', 'total training time': '69.1374', 'max mem': '286'}
{'epoch': 57, 'rec_avg_loss': '3.23093079', 'rec_cur_loss': '3.25717330', 'total training time': '70.3675', 'max mem': '286'}
{'epoch': 58, 'rec_avg_loss': '3.24887162', 'rec_cur_loss': '3.89474297', 'total training time': '71.5853', 'max mem': '286'}
{'epoch': 59, 'rec_avg_loss': '3.21375934', 'rec_cur_loss': '3.87633204', 'total training time': '72.7972', 'max mem': '286'}
{'epoch': 60, 'rec_avg_loss': '3.22155515', 'rec_cur_loss': '3.21989703', 'total training time': '74.0143', 'max mem': '286'}
{'epoch': 61, 'rec_avg_loss': '3.22323419', 'rec_cur_loss': '3.34586787', 'total training time': '75.1725', 'max mem': '286'}
{'epoch': 62, 'rec_avg_loss': '3.21041650', 'rec_cur_loss': '3.55985713', 'total training time': '76.3464', 'max mem': '286'}
{'epoch': 63, 'rec_avg_loss': '3.17700468', 'rec_cur_loss': '3.48393774', 'total training time': '77.5673', 'max mem': '286'}
{'epoch': 64, 'rec_avg_loss': '3.16227893', 'rec_cur_loss': '3.28082705', 'total training time': '78.7882', 'max mem': '286'}
{'epoch': 65, 'rec_avg_loss': '3.15934515', 'rec_cur_loss': '3.15692282', 'total training time': '79.9735', 'max mem': '286'}
{'epoch': 66, 'rec_avg_loss': '3.16557546', 'rec_cur_loss': '3.08069015', 'total training time': '81.1678', 'max mem': '286'}
{'epoch': 67, 'rec_avg_loss': '3.15071572', 'rec_cur_loss': '3.57106113', 'total training time': '82.3428', 'max mem': '286'}
{'epoch': 68, 'rec_avg_loss': '3.12731070', 'rec_cur_loss': '3.26324320', 'total training time': '83.5358', 'max mem': '286'}
{'epoch': 69, 'rec_avg_loss': '3.11510772', 'rec_cur_loss': '3.35064602', 'total training time': '84.7290', 'max mem': '286'}
{'epoch': 70, 'rec_avg_loss': '3.11142099', 'rec_cur_loss': '3.03820443', 'total training time': '85.9532', 'max mem': '286'}
{'epoch': 71, 'rec_avg_loss': '3.09046355', 'rec_cur_loss': '3.70870137', 'total training time': '87.1344', 'max mem': '286'}
{'epoch': 72, 'rec_avg_loss': '3.09524757', 'rec_cur_loss': '3.16174412', 'total training time': '88.3532', 'max mem': '286'}
{'epoch': 73, 'rec_avg_loss': '3.07742671', 'rec_cur_loss': '3.46991706', 'total training time': '89.5168', 'max mem': '286'}
{'epoch': 74, 'rec_avg_loss': '3.08906182', 'rec_cur_loss': '3.20614719', 'total training time': '90.7510', 'max mem': '286'}
{'epoch': 75, 'rec_avg_loss': '3.06184458', 'rec_cur_loss': '3.36867189', 'total training time': '91.9639', 'max mem': '286'}
{'epoch': 76, 'rec_avg_loss': '3.05587824', 'rec_cur_loss': '3.69743133', 'total training time': '93.1425', 'max mem': '286'}
{'epoch': 77, 'rec_avg_loss': '3.05784241', 'rec_cur_loss': '3.36738873', 'total training time': '94.3185', 'max mem': '286'}
{'epoch': 78, 'rec_avg_loss': '3.05058856', 'rec_cur_loss': '3.24872160', 'total training time': '95.4987', 'max mem': '286'}
{'epoch': 79, 'rec_avg_loss': '3.04216442', 'rec_cur_loss': '2.98608565', 'total training time': '96.7001', 'max mem': '286'}
{'epoch': 80, 'rec_avg_loss': '3.03003796', 'rec_cur_loss': '3.14258575', 'total training time': '97.9258', 'max mem': '286'}
{'epoch': 81, 'rec_avg_loss': '3.03266559', 'rec_cur_loss': '3.91835904', 'total training time': '99.1637', 'max mem': '286'}
{'epoch': 82, 'rec_avg_loss': '3.02508628', 'rec_cur_loss': '3.54675221', 'total training time': '100.3760', 'max mem': '286'}
{'epoch': 83, 'rec_avg_loss': '3.00189016', 'rec_cur_loss': '3.24952149', 'total training time': '101.6011', 'max mem': '286'}
{'epoch': 84, 'rec_avg_loss': '2.99293358', 'rec_cur_loss': '3.05138421', 'total training time': '102.8317', 'max mem': '286'}
{'epoch': 85, 'rec_avg_loss': '2.98733324', 'rec_cur_loss': '2.77332020', 'total training time': '104.0756', 'max mem': '286'}
{'epoch': 86, 'rec_avg_loss': '2.97655023', 'rec_cur_loss': '3.01615810', 'total training time': '105.3120', 'max mem': '286'}
{'epoch': 87, 'rec_avg_loss': '2.97530949', 'rec_cur_loss': '3.09171963', 'total training time': '106.5803', 'max mem': '286'}
{'epoch': 88, 'rec_avg_loss': '2.99311466', 'rec_cur_loss': '3.67887688', 'total training time': '107.7858', 'max mem': '286'}
{'epoch': 89, 'rec_avg_loss': '2.97292743', 'rec_cur_loss': '3.13605165', 'total training time': '109.0430', 'max mem': '286'}
{'epoch': 90, 'rec_avg_loss': '2.97747103', 'rec_cur_loss': '3.56042576', 'total training time': '110.3194', 'max mem': '286'}
{'epoch': 91, 'rec_avg_loss': '2.97016826', 'rec_cur_loss': '3.42717290', 'total training time': '111.5335', 'max mem': '286'}
{'epoch': 92, 'rec_avg_loss': '2.94118274', 'rec_cur_loss': '3.13164043', 'total training time': '112.6914', 'max mem': '286'}
{'epoch': 93, 'rec_avg_loss': '2.95828125', 'rec_cur_loss': '3.19525504', 'total training time': '113.8809', 'max mem': '286'}
{'epoch': 94, 'rec_avg_loss': '2.94344459', 'rec_cur_loss': '3.35471058', 'total training time': '115.0490', 'max mem': '286'}
{'epoch': 95, 'rec_avg_loss': '2.92878898', 'rec_cur_loss': '2.91431713', 'total training time': '116.2262', 'max mem': '286'}
{'epoch': 96, 'rec_avg_loss': '2.92446506', 'rec_cur_loss': '3.67551804', 'total training time': '117.4247', 'max mem': '286'}
{'epoch': 97, 'rec_avg_loss': '2.92368752', 'rec_cur_loss': '3.10336113', 'total training time': '118.7048', 'max mem': '286'}
{'epoch': 98, 'rec_avg_loss': '2.93126280', 'rec_cur_loss': '3.31783962', 'total training time': '119.9815', 'max mem': '286'}
{'epoch': 99, 'rec_avg_loss': '2.89358795', 'rec_cur_loss': '3.34593058', 'total training time': '121.1974', 'max mem': '286'}
{'epoch': 100, 'rec_avg_loss': '2.91875896', 'rec_cur_loss': '3.02592826', 'total training time': '122.4310', 'max mem': '286'}
{'epoch': 101, 'rec_avg_loss': '2.90030852', 'rec_cur_loss': '3.26217055', 'total training time': '123.6284', 'max mem': '286'}
{'epoch': 102, 'rec_avg_loss': '2.88011436', 'rec_cur_loss': '3.26301146', 'total training time': '124.8975', 'max mem': '286'}
{'epoch': 103, 'rec_avg_loss': '2.86970028', 'rec_cur_loss': '2.69164181', 'total training time': '126.1064', 'max mem': '286'}
{'epoch': 104, 'rec_avg_loss': '2.87438513', 'rec_cur_loss': '3.02732372', 'total training time': '127.3498', 'max mem': '286'}
{'epoch': 105, 'rec_avg_loss': '2.86605327', 'rec_cur_loss': '2.77623701', 'total training time': '128.6216', 'max mem': '286'}
{'epoch': 106, 'rec_avg_loss': '2.86982354', 'rec_cur_loss': '2.53483987', 'total training time': '129.8801', 'max mem': '286'}
{'epoch': 107, 'rec_avg_loss': '2.86305842', 'rec_cur_loss': '3.30980945', 'total training time': '131.0946', 'max mem': '286'}
{'epoch': 108, 'rec_avg_loss': '2.85788766', 'rec_cur_loss': '3.03988576', 'total training time': '132.3396', 'max mem': '286'}
{'epoch': 109, 'rec_avg_loss': '2.85960619', 'rec_cur_loss': '2.73875737', 'total training time': '133.5834', 'max mem': '286'}
{'epoch': 110, 'rec_avg_loss': '2.85268457', 'rec_cur_loss': '3.52349949', 'total training time': '134.7722', 'max mem': '286'}
{'epoch': 111, 'rec_avg_loss': '2.81548808', 'rec_cur_loss': '2.64920831', 'total training time': '135.9876', 'max mem': '286'}
{'epoch': 112, 'rec_avg_loss': '2.84438469', 'rec_cur_loss': '2.87403440', 'total training time': '137.2471', 'max mem': '286'}
{'epoch': 113, 'rec_avg_loss': '2.82026704', 'rec_cur_loss': '2.92319298', 'total training time': '138.5156', 'max mem': '286'}
{'epoch': 114, 'rec_avg_loss': '2.85004717', 'rec_cur_loss': '2.89997768', 'total training time': '139.7507', 'max mem': '286'}
{'epoch': 115, 'rec_avg_loss': '2.83020701', 'rec_cur_loss': '3.25739193', 'total training time': '141.0189', 'max mem': '286'}
{'epoch': 116, 'rec_avg_loss': '2.83185352', 'rec_cur_loss': '3.23383713', 'total training time': '142.2275', 'max mem': '286'}
{'epoch': 117, 'rec_avg_loss': '2.80903771', 'rec_cur_loss': '2.52116609', 'total training time': '143.4022', 'max mem': '286'}
{'epoch': 118, 'rec_avg_loss': '2.82220004', 'rec_cur_loss': '2.76253009', 'total training time': '144.5601', 'max mem': '286'}
{'epoch': 119, 'rec_avg_loss': '2.79279770', 'rec_cur_loss': '2.78117394', 'total training time': '145.7351', 'max mem': '286'}
{'epoch': 120, 'rec_avg_loss': '2.82291234', 'rec_cur_loss': '2.57794905', 'total training time': '146.9262', 'max mem': '286'}
{'epoch': 121, 'rec_avg_loss': '2.78317520', 'rec_cur_loss': '3.23754334', 'total training time': '148.0660', 'max mem': '286'}
{'epoch': 122, 'rec_avg_loss': '2.80938786', 'rec_cur_loss': '2.66268539', 'total training time': '149.2823', 'max mem': '286'}
{'epoch': 123, 'rec_avg_loss': '2.78679758', 'rec_cur_loss': '2.81232071', 'total training time': '150.5351', 'max mem': '286'}
{'epoch': 124, 'rec_avg_loss': '2.78630823', 'rec_cur_loss': '2.95241904', 'total training time': '151.7384', 'max mem': '286'}
{'epoch': 125, 'rec_avg_loss': '2.77844405', 'rec_cur_loss': '2.82512045', 'total training time': '152.8769', 'max mem': '286'}
{'epoch': 126, 'rec_avg_loss': '2.77490905', 'rec_cur_loss': '3.05504727', 'total training time': '154.0532', 'max mem': '286'}
{'epoch': 127, 'rec_avg_loss': '2.77924336', 'rec_cur_loss': '2.91907549', 'total training time': '155.2782', 'max mem': '286'}
{'epoch': 128, 'rec_avg_loss': '2.76153095', 'rec_cur_loss': '3.06739044', 'total training time': '156.4583', 'max mem': '286'}
{'epoch': 129, 'rec_avg_loss': '2.77911222', 'rec_cur_loss': '3.37863660', 'total training time': '157.6280', 'max mem': '286'}
{'epoch': 130, 'rec_avg_loss': '2.75940578', 'rec_cur_loss': '2.95528769', 'total training time': '158.8070', 'max mem': '286'}
{'epoch': 131, 'rec_avg_loss': '2.75543580', 'rec_cur_loss': '2.88335037', 'total training time': '159.9723', 'max mem': '286'}
{'epoch': 132, 'rec_avg_loss': '2.76159427', 'rec_cur_loss': '2.60242391', 'total training time': '161.2048', 'max mem': '286'}
{'epoch': 133, 'rec_avg_loss': '2.76810239', 'rec_cur_loss': '2.65473509', 'total training time': '162.3681', 'max mem': '286'}
{'epoch': 134, 'rec_avg_loss': '2.75262359', 'rec_cur_loss': '2.89817691', 'total training time': '163.5663', 'max mem': '286'}
{'epoch': 135, 'rec_avg_loss': '2.74703789', 'rec_cur_loss': '2.97036600', 'total training time': '164.7864', 'max mem': '286'}
{'epoch': 136, 'rec_avg_loss': '2.72485271', 'rec_cur_loss': '2.79728436', 'total training time': '165.9823', 'max mem': '286'}
{'epoch': 137, 'rec_avg_loss': '2.72393367', 'rec_cur_loss': '2.86507988', 'total training time': '167.2162', 'max mem': '286'}
{'epoch': 138, 'rec_avg_loss': '2.70267199', 'rec_cur_loss': '3.09137845', 'total training time': '168.4748', 'max mem': '286'}
{'epoch': 139, 'rec_avg_loss': '2.71207408', 'rec_cur_loss': '2.23424459', 'total training time': '169.7114', 'max mem': '286'}
{'epoch': 140, 'rec_avg_loss': '2.71817674', 'rec_cur_loss': '3.15639853', 'total training time': '170.8791', 'max mem': '286'}
{'epoch': 141, 'rec_avg_loss': '2.70048937', 'rec_cur_loss': '2.53884649', 'total training time': '172.0427', 'max mem': '286'}
{'epoch': 142, 'rec_avg_loss': '2.73078237', 'rec_cur_loss': '3.00080490', 'total training time': '173.2688', 'max mem': '286'}
{'epoch': 143, 'rec_avg_loss': '2.70517466', 'rec_cur_loss': '2.85171032', 'total training time': '174.4548', 'max mem': '286'}
{'epoch': 144, 'rec_avg_loss': '2.70276206', 'rec_cur_loss': '2.79242682', 'total training time': '175.6072', 'max mem': '286'}
{'epoch': 145, 'rec_avg_loss': '2.68419847', 'rec_cur_loss': '2.49172258', 'total training time': '176.7923', 'max mem': '286'}
{'epoch': 146, 'rec_avg_loss': '2.69326772', 'rec_cur_loss': '2.82474685', 'total training time': '177.9642', 'max mem': '286'}
{'epoch': 147, 'rec_avg_loss': '2.69096649', 'rec_cur_loss': '2.91907978', 'total training time': '179.1515', 'max mem': '286'}
{'epoch': 148, 'rec_avg_loss': '2.67266318', 'rec_cur_loss': '2.85320401', 'total training time': '180.3345', 'max mem': '286'}
{'epoch': 149, 'rec_avg_loss': '2.68619349', 'rec_cur_loss': '2.70828652', 'total training time': '181.5525', 'max mem': '286'}
{'epoch': 150, 'rec_avg_loss': '2.68921597', 'rec_cur_loss': '2.52952480', 'total training time': '182.7314', 'max mem': '286'}
{'epoch': 151, 'rec_avg_loss': '2.68004481', 'rec_cur_loss': '3.03784847', 'total training time': '183.8786', 'max mem': '286'}
{'epoch': 152, 'rec_avg_loss': '2.68997124', 'rec_cur_loss': '3.02689266', 'total training time': '185.0254', 'max mem': '286'}
{'epoch': 153, 'rec_avg_loss': '2.66418325', 'rec_cur_loss': '2.89366508', 'total training time': '186.2071', 'max mem': '286'}
{'epoch': 154, 'rec_avg_loss': '2.63708213', 'rec_cur_loss': '2.39232349', 'total training time': '187.4070', 'max mem': '286'}
{'epoch': 155, 'rec_avg_loss': '2.64875494', 'rec_cur_loss': '2.89343810', 'total training time': '188.5952', 'max mem': '286'}
{'epoch': 156, 'rec_avg_loss': '2.64958833', 'rec_cur_loss': '2.56611252', 'total training time': '189.7951', 'max mem': '286'}
{'epoch': 157, 'rec_avg_loss': '2.64594440', 'rec_cur_loss': '3.43316722', 'total training time': '190.9890', 'max mem': '286'}
{'epoch': 158, 'rec_avg_loss': '2.65107314', 'rec_cur_loss': '3.21609187', 'total training time': '192.1743', 'max mem': '286'}
{'epoch': 159, 'rec_avg_loss': '2.64487069', 'rec_cur_loss': '2.91315031', 'total training time': '193.3261', 'max mem': '286'}
{'epoch': 160, 'rec_avg_loss': '2.63855605', 'rec_cur_loss': '2.65475249', 'total training time': '194.5274', 'max mem': '286'}
{'epoch': 161, 'rec_avg_loss': '2.63647500', 'rec_cur_loss': '2.79418325', 'total training time': '195.7393', 'max mem': '286'}
{'epoch': 162, 'rec_avg_loss': '2.63247845', 'rec_cur_loss': '3.07861686', 'total training time': '196.9576', 'max mem': '286'}
{'epoch': 163, 'rec_avg_loss': '2.62590728', 'rec_cur_loss': '2.79460621', 'total training time': '198.1135', 'max mem': '286'}
{'epoch': 164, 'rec_avg_loss': '2.65123502', 'rec_cur_loss': '3.44931698', 'total training time': '199.3048', 'max mem': '286'}
{'epoch': 165, 'rec_avg_loss': '2.63436674', 'rec_cur_loss': '3.12556267', 'total training time': '200.4747', 'max mem': '286'}
{'epoch': 166, 'rec_avg_loss': '2.64067586', 'rec_cur_loss': '2.67624044', 'total training time': '201.6129', 'max mem': '286'}
{'epoch': 167, 'rec_avg_loss': '2.60545664', 'rec_cur_loss': '2.38755536', 'total training time': '202.7478', 'max mem': '286'}
{'epoch': 168, 'rec_avg_loss': '2.60749203', 'rec_cur_loss': '2.63859487', 'total training time': '203.9818', 'max mem': '286'}
{'epoch': 169, 'rec_avg_loss': '2.63259708', 'rec_cur_loss': '2.70456529', 'total training time': '205.1709', 'max mem': '286'}
{'epoch': 170, 'rec_avg_loss': '2.64079701', 'rec_cur_loss': '3.18884134', 'total training time': '206.3290', 'max mem': '286'}
{'epoch': 171, 'rec_avg_loss': '2.61184914', 'rec_cur_loss': '2.92294884', 'total training time': '207.5306', 'max mem': '286'}
{'epoch': 172, 'rec_avg_loss': '2.60889574', 'rec_cur_loss': '2.92575622', 'total training time': '208.7427', 'max mem': '286'}
{'epoch': 173, 'rec_avg_loss': '2.60586269', 'rec_cur_loss': '3.00372577', 'total training time': '209.9366', 'max mem': '286'}
{'epoch': 174, 'rec_avg_loss': '2.59941427', 'rec_cur_loss': '2.75971556', 'total training time': '211.0786', 'max mem': '286'}
{'epoch': 175, 'rec_avg_loss': '2.59000495', 'rec_cur_loss': '3.13005185', 'total training time': '212.2729', 'max mem': '286'}
{'epoch': 176, 'rec_avg_loss': '2.59723139', 'rec_cur_loss': '2.57395577', 'total training time': '213.4298', 'max mem': '286'}
{'epoch': 177, 'rec_avg_loss': '2.60493944', 'rec_cur_loss': '2.91695428', 'total training time': '214.6191', 'max mem': '286'}
{'epoch': 178, 'rec_avg_loss': '2.60482152', 'rec_cur_loss': '2.59814811', 'total training time': '215.7900', 'max mem': '286'}
{'epoch': 179, 'rec_avg_loss': '2.57624445', 'rec_cur_loss': '2.30348802', 'total training time': '217.0090', 'max mem': '286'}
{'epoch': 180, 'rec_avg_loss': '2.59759723', 'rec_cur_loss': '2.60513306', 'total training time': '218.2119', 'max mem': '286'}
{'epoch': 181, 'rec_avg_loss': '2.57698137', 'rec_cur_loss': '2.94186330', 'total training time': '219.3508', 'max mem': '286'}
{'epoch': 182, 'rec_avg_loss': '2.58918395', 'rec_cur_loss': '2.78102517', 'total training time': '220.5099', 'max mem': '286'}
{'epoch': 183, 'rec_avg_loss': '2.56509745', 'rec_cur_loss': '2.86659265', 'total training time': '221.7012', 'max mem': '286'}
{'epoch': 184, 'rec_avg_loss': '2.55293549', 'rec_cur_loss': '2.86025977', 'total training time': '222.9104', 'max mem': '286'}
{'epoch': 185, 'rec_avg_loss': '2.56480060', 'rec_cur_loss': '2.69496989', 'total training time': '224.1051', 'max mem': '286'}
{'epoch': 186, 'rec_avg_loss': '2.55904414', 'rec_cur_loss': '2.59869933', 'total training time': '225.2731', 'max mem': '286'}
{'epoch': 187, 'rec_avg_loss': '2.54066788', 'rec_cur_loss': '2.60641122', 'total training time': '226.4723', 'max mem': '286'}
{'epoch': 188, 'rec_avg_loss': '2.57143362', 'rec_cur_loss': '3.03202605', 'total training time': '227.7027', 'max mem': '286'}
{'epoch': 189, 'rec_avg_loss': '2.56620363', 'rec_cur_loss': '2.79622149', 'total training time': '228.8953', 'max mem': '286'}
